economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,189164207,1.01034472074547,1,36,2,1,1,,1,1,0,,,1,2,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,1,2,2,1,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,4,4,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,184042765,1.70076663671024,2,48,2,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,2,2,2,,,,1,1,,,1,1,2,2,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,2,3,2,2,,0,1,4,1,4,4,1,1,2,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,126076315,2.86383515089398,2,37,1,4,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,2,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,146232872,3.59034181995605,2,15,1,1,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,2,1,2,1,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,1,1,2,2,1,,1,1,2,1,2,1,,0,1,4,2,4,2,2,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,169301214,3.12548990739355,2,24,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,1,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,178702991,0.205992199597208,1,32,2,3,1,,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,0,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,120511483,0.650228480322677,2,25,2,3,1,,1,1,0,1,2,1,2,,2,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,3,1,2,2,,,,1,2,1,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,2,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,177429636,1.75715353764377,2,29,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,1,3,2,2,,,,2,,,,1,2,2,,,2,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,2,4,2,,0,0,2,4,4,4,3,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182877167,0.619913754373545,1,25,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,1,1,,1,1,2,,,,2,2,,2,2,1,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,187020663,0.595431454676225,1,25,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,181347239,0.264619661390902,1,29,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,2,,1,1,1,1,2,,1,1,2,1,2,1,1,1,3,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,3,1,2,,1,1,1,4,4,4,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,130872394,3.59034181995605,1,50,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,4,1,,0,1,4,2,4,4,4,4,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131898024,3.59034181995605,1,70,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,2,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,1,2,2,1,,2,,,,,,3,3,1,2,4,3,,0,0,4,4,2,4,3,5,2,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,163356522,0.168433105960408,1,37,3,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,2,,,,,,,2,2,2,2,2,,,1,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,1,,2,,,,,,2,1,1,3,2,1,,0,0,4,4,2,4,4,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,192991623,0.668232061703914,2,28,3,5,2,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,3,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,3,,1,0,4,4,4,4,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,190229889,1.34700597981969,1,51,2,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,1,2,1,6,2,1,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,2,1,1,1,,1,1,4,1,4,4,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182229332,0.632905806084413,1,24,2,5,1,,1,1,0,1,2,1,2,,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,2,2,2,2,,1,3,3,1,2,2,1,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,0,1,4,4,4,4,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,162481704,0.325114240161339,2,33,3,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,2,1,1,2,1,,1,0,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,195457612,1.06282798494085,2,56,2,5,2,,1,1,0,2,2,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,,2,2,1,2,1,,2,2,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152739798,1.59824840467695,2,20,2,2,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,2,1,2,1,,1,1,1,2,1,2,2,,2,3,2,1,2,2,2,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,3,,3,,1,1,4,4,4,2,1,4,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,140717593,3.59034181995605,1,52,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,151052892,1.12449714325573,1,19,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,1,2,,1,1,2,1,1,2,1,1,1,2,2,1,2,,,,2,,,,,,1,2,2,2,1,,,1,2,2,2,1,,1,1,2,2,1,,1,1,2,1,2,1,,1,1,2,2,4,2,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,148407368,0.168433105960408,1,20,2,1,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,2,2,2,,,,1,2,1,1,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,0,4,4,4,4,1,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,203058924,1.07306162469527,2,45,3,4,1,,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,1,2,2,2,1,,2,,,,,,2,1,2,2,3,2,,1,0,2,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119118285,1.21582082065819,1,24,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,0,4,2,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,198762814,1.12687124128382,2,46,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,2,2,1,,0,1,4,2,4,4,4,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,112644141,1.12687124128382,2,52,3,5,1,,1,1,1,,,1,2,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,1,1,2,1,,2,2,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,2,3,3,3,,2,,1,0,4,4,4,1,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138985702,0.308864285871732,1,19,2,5,2,,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,,,,,,2,1,,,,,,,,,,,,,,,,2,1,2,1,1,1,,1,1,1,1,1,,2,2,1,1,2,2,2,2,2,2,1,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,2,2,,1,0,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,200750763,0.227381303424533,1,22,3,3,1,,1,1,0,1,1,1,1,2,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,144307469,1.72084952504832,1,63,1,4,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,1,2,2,1,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,0,4,4,4,4,2,2,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,172752003,0.2870978603435,2,22,2,5,2,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,2,1,2,1,1,1,,1,2,1,2,1,,2,2,1,2,2,2,2,,1,2,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,1,2,2,2,,1,1,4,1,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,135898052,0.495343357044607,2,30,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,2,1,1,2,,1,1,1,2,1,1,2,,4,3,3,2,,,,2,,,,2,,,,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,126607188,3.59034181995605,2,24,1,2,1,,1,1,0,1,1,1,1,1,2,1,1,1,2,2,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,1,,2,1,2,,,,1,2,,2,1,1,1,,5,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,3,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,140349262,0.196630838921463,2,28,2,3,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,2,,,,,,,2,2,2,2,2,,,1,1,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,2,2,1,3,2,,0,0,1,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,195761147,1.05154675318441,1,18,2,5,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,1,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,1,,1,1,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,184470905,1.67418664002861,2,55,3,5,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,3,2,3,3,,1,,1,0,4,1,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,155454168,0.51477380978622,1,20,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,1,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,0,2,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,139432630,1.63916142077533,2,61,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,3,3,3,,3,,1,0,4,2,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,112029778,1.05975211509262,2,35,3,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,1,2,,1,1,1,1,2,,1,2,,2,2,1,1,,1,3,1,1,2,1,1,2,,,,1,2,1,2,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,3,1,,1,1,2,4,4,2,1,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,139577557,3.59034181995605,1,15,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,0,4,3,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,164359968,0.2870978603435,2,21,2,3,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,2,,1,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,2,,0,0,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,117140772,1.45913300772992,2,15,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,1,1,2,4,1,,0,1,4,4,4,3,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202616127,0.340666946462951,1,55,3,5,1,,1,1,1,2,2,1,1,2,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,1,1,1,1,2,,1,1,1,1,2,2,2,2,1,3,3,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,3,3,3,3,,3,,1,0,4,4,3,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183382761,0.405436330161317,1,25,2,3,1,,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,2,,0,0,1,4,4,4,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,205012632,0.419661464819622,1,39,2,5,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,3,2,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,1,0,4,4,4,4,2,4,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,197196599,0.868631690140953,2,43,3,3,1,,1,1,1,2,2,1,2,,1,1,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,,,1,2,2,2,2,,,1,2,1,2,1,,2,2,2,1,1,1,1,1,4,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,2,3,2,1,,1,1,4,4,4,1,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,111658736,1.37493354341272,2,42,3,5,1,,1,1,0,2,2,1,1,2,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,1,2,,,3,3,3,3,,2,,1,0,4,4,4,1,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,129163735,1.00180943486522,1,20,2,5,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,2,1,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,2,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,149659696,0.487684788741949,1,45,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,3,3,1,,0,1,4,2,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,175321502,1.38360281816459,1,38,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,2,,0,0,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,144066954,0.844213236018583,1,29,3,1,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,2,2,2,2,,3,2,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,2,1,3,3,1,,1,1,4,4,4,2,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,121815522,0.223120307591433,1,54,2,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,,,,,,,2,2,2,1,1,2,,1,1,1,2,2,,2,2,2,1,2,2,2,2,3,2,3,1,1,,,1,1,,,1,2,1,1,,,1,2,2,1,,,2,1,2,2,2,1,,1,1,2,2,1,,1,2,3,3,2,2,,1,0,1,2,4,2,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119689817,0.650228480322677,2,34,3,5,1,,1,1,1,1,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,,,2,1,1,2,1,,1,1,1,2,2,2,2,,1,2,2,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,3,3,1,1,,1,0,4,2,4,4,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,197323590,0.810547213772126,1,18,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118983706,0.76144052487097,1,38,2,4,1,,1,1,0,1,2,1,2,,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2,1,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,1,2,2,2,1,,2,,,,,,1,1,2,2,4,2,,0,0,1,2,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,184197771,1.51102899593329,2,38,1,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,1,2,1,,2,2,2,2,2,2,2,,3,3,3,1,2,2,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,2,4,4,4,2,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152494995,0.749664762170488,1,16,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,,,,,,,,,,,2,,,1,1,2,,,,1,2,,2,1,2,2,,4,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,1,1,4,4,4,4,4,1,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,157844076,2.10309350636882,1,21,2,2,2,,1,1,0,2,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,1,,0,1,4,4,4,4,4,2,1,1,0,0
